grn_id,date_id,supplier_id,material_id,quantity_received,quantity_rejected,rejection_cost,ppm
901162,20250326,4,101,3448,54,2662.28,15896
901163,20250325,5,103,4106,33,2992.87,8134
901164,20250120,4,101,6610,126,12107.86,19090
901165,20250305,5,101,8172,68,7917.62,8378
901166,20250105,5,102,11462,107,4363.23,9388
901167,20250117,5,104,7314,51,3212.14,7033
901168,20250306,4,101,9536,181,18082.45,19037
901169,20250317,4,103,8603,79,6664.77,9245
901170,20250212,5,103,5924,52,3385.71,8903
901171,20250113,2,104,6580,57,3506.99,8699
901172,20250226,3,103,6115,86,8511.33,14175
901173,20250113,3,104,6847,68,7467.72,9965
901174,20250309,3,103,6387,62,3485.72,9755
901175,20250228,4,102,7091,128,8765.72,18135
901176,20250102,4,101,4747,47,5339.91,9964
901177,20250119,2,102,11071,44,4450.14,4054
901178,20250222,3,101,11871,79,8519.43,6692
901179,20250325,3,101,9081,101,8018.11,11167
901180,20250120,5,101,7501,67,3660.19,9020
901181,20250110,4,102,11374,143,10271.74,12591
901182,20250302,3,101,5101,35,2872.06,6887
901183,20250203,6,102,9933,68,7831.72,6918
901184,20250213,2,104,3533,28,1897.93,8116
901185,20250321,6,103,5863,39,4606.7,6745
901186,20250330,6,103,11490,77,5024.41,6768
901187,20250220,2,101,3137,12,1127.14,4096
901188,20250325,6,102,9216,71,3412.25,7759
901189,20250111,3,103,8924,91,5002.47,10254
901190,20250212,4,102,7306,86,5293.53,11885
901191,20250328,2,102,8621,60,3282.79,6997
901192,20250310,5,101,9945,66,4852.81,6724
901193,20250218,6,103,9099,54,5850.69,5990
901194,20250210,2,101,7581,58,3154.69,7692
901195,20250322,1,101,5148,22,2087.38,4358
901196,20250304,1,103,4636,22,1355.11,4952
901197,20250311,4,103,6863,117,8725.57,17098
901198,20250105,3,104,9240,85,4391.74,9212
901199,20250321,4,104,5450,85,8878.54,15749
901200,20250109,4,102,5893,87,6957.2,14906
901201,20250131,4,103,11470,192,18747.81,16748
901202,20250322,4,104,10972,141,8470.99,12915
901203,20250329,5,102,3781,31,1485.46,8263
901204,20250206,5,102,5676,31,1774.36,5491
901205,20250130,2,102,7166,56,5998.59,7903
901206,20250112,1,104,4577,17,1692.65,3842
901207,20250225,4,103,7256,100,6882.45,13914
901208,20250113,2,101,7222,49,2037.75,6819
901209,20250323,1,102,4986,17,1859.62,3438
901210,20250113,6,104,6259,48,4131.43,7725
901211,20250226,3,104,11821,104,12308.38,8859
901212,20250122,5,101,7663,60,3960.43,7909
901213,20250330,6,101,11363,79,8056.38,6993
901214,20250208,1,104,10322,58,2683.81,5643
901215,20250104,6,103,7694,52,4707.92,6799
901216,20250106,3,101,5373,46,4197.34,8745
901217,20250211,1,104,8527,31,2805.56,3727
901218,20250108,6,101,9631,34,1575.18,3584
901219,20250207,5,103,8629,59,3839.64,6869
901220,20250215,5,102,7773,84,5157.41,10819
901221,20250217,2,101,9479,58,6438.89,6222
901222,20250225,6,103,8950,69,5635.57,7808
901223,20250119,4,104,10377,153,8167.97,14782
901224,20250201,6,101,3378,13,1276.88,4024
901225,20250309,1,101,7122,41,4079.91,5852
901226,20250222,1,104,4311,12,640.23,2862
901227,20250314,6,102,4687,17,766.76,3782
901228,20250329,3,104,10752,161,7133.27,14985
901229,20250124,5,101,9504,88,8905.57,9292
901230,20250122,1,104,4363,10,609.96,2425
901231,20250123,5,103,5544,31,2863.99,5690
901232,20250111,1,104,9387,30,1750.45,3267
901233,20250320,2,101,7655,58,5226.87,7630
901234,20250218,4,104,5150,85,9101.92,16630
901235,20250321,1,102,3468,7,651.59,2143
901236,20250329,5,104,8328,74,5725.79,8900
901237,20250131,2,102,11856,73,6123.5,6231
901238,20250305,1,103,5213,31,3592.25,5971
901239,20250316,3,102,11835,105,9162.98,8900
901240,20250119,4,104,10480,192,19183.28,18339
901241,20250130,1,101,10126,41,3738.5,4144
901242,20250301,2,102,11745,76,8566.25,6536
901243,20250323,3,103,10891,161,9365.41,14841
901244,20250202,6,102,4467,29,1874.25,6619
901245,20250228,2,102,9753,59,3094.99,6128
901246,20250202,2,102,3172,12,982.38,4000
901247,20250327,3,103,5233,60,3776.46,11634
901248,20250102,2,104,11767,47,4466.02,4068
901249,20250301,3,102,11059,152,9723.26,13816
901250,20250206,1,102,10052,52,3298.56,5268
901251,20250328,3,101,6788,41,3438.14,6118
901252,20250311,3,103,6089,77,8514.12,12745
901253,20250121,4,102,10161,146,8758.79,14467
901254,20250110,3,103,9385,114,6571.8,12199
901255,20250226,3,102,4297,55,4951.42,12917
901256,20250214,6,104,11464,59,3703.67,5227
901257,20250317,1,104,11715,62,3813.36,5312
901258,20250208,4,102,6080,55,3002.59,9121
901259,20250323,6,104,7744,30,2728.54,3904
901260,20250224,5,102,10418,75,7202.84,7229
901261,20250330,1,104,11060,30,1969.54,2769
901262,20250202,1,101,5492,12,1410.93,2203
901263,20250228,5,101,3362,21,2473.52,6523
901264,20250208,3,101,7622,79,3950.25,10410
901265,20250126,6,103,10183,31,1817.37,3067
901266,20250219,2,103,5468,22,1748.7,4120
901267,20250303,4,101,8601,128,8310.55,14885
901268,20250114,2,103,11165,78,6013.39,7042
901269,20250131,5,104,3519,27,1253.28,7705
901270,20250218,1,102,5393,12,735.84,2229
901271,20250315,1,102,9429,21,1752.56,2292
901272,20250215,4,102,5975,66,7369.29,11148
901273,20250315,1,101,7097,37,2609.47,5347
901274,20250207,1,103,3206,8,943.74,2499
901275,20250331,4,104,7078,101,10271.5,14304
901276,20250207,6,104,10257,51,5049.49,5024
901277,20250103,6,101,3549,16,1229.87,4631
901278,20250326,4,104,4539,75,6996.05,16538
901279,20250220,5,104,6415,56,3983.27,8873
901280,20250205,1,104,8113,47,3094.72,5834
901281,20250102,1,104,3691,18,2069.89,5050
901282,20250314,5,103,11534,69,4158.29,6000
901283,20250329,6,104,7895,36,2478.03,4627
901284,20250107,3,102,3853,36,4243.03,9568
901285,20250319,3,101,6866,90,5936.5,13113
901286,20250305,3,103,5742,60,5206.54,10523
901287,20250206,6,104,9484,47,1913.58,4991
901288,20250130,6,103,3688,28,2874.98,7760
901289,20250319,5,104,10786,114,9997.46,10639
901290,20250215,1,102,9084,46,2169.29,5157
901291,20250129,5,101,5583,50,2365.61,9095
901292,20250323,5,104,8544,95,8551.01,11222
901293,20250125,6,104,3979,23,2106.02,5912
901294,20250321,3,104,11787,91,4556.02,7759
901295,20250202,2,104,6812,44,5215.5,6594
901296,20250328,1,101,8690,46,5121.81,5299
901297,20250326,6,101,6161,19,1807.66,3174
901298,20250329,3,102,8868,72,4324.01,8207
901299,20250118,2,101,3646,29,2799.37,7975
901300,20250322,2,104,7828,66,6320.36,8446
901301,20250113,6,102,6109,46,2526.79,7642
901302,20250322,4,102,8696,115,11338.1,13303
901303,20250324,1,102,7510,41,4366.83,5553
901304,20250106,2,104,5627,25,2062.27,4564
901305,20250209,6,103,10362,56,5911.0,5422
901306,20250226,6,104,11873,71,5419.17,6007
901307,20250105,3,101,11289,137,13520.89,12210
901308,20250316,4,101,3306,60,6512.78,18153
901309,20250216,1,104,6912,22,2148.97,3313
901310,20250117,5,104,11830,138,9797.9,11709
901311,20250112,3,102,11586,163,16505.17,14151
901312,20250207,2,104,5525,34,2237.47,6319
901313,20250211,2,102,8276,40,1908.02,4904
901314,20250223,3,101,4092,27,2884.02,6717
901315,20250123,6,102,5126,22,2417.35,4463
901316,20250126,2,104,6310,30,2364.89,4876
901317,20250117,4,101,4617,39,3341.56,8521
901318,20250311,1,103,9366,43,3405.29,4694
901319,20250216,4,102,7193,63,4366.42,8804
901320,20250309,2,101,4161,17,1945.09,4107
901321,20250306,5,102,6419,66,5234.62,10371
901322,20250204,1,101,4310,16,1665.31,3917
901323,20250122,1,101,3994,13,1100.34,3478
901324,20250202,3,102,9814,118,12217.72,12046
901325,20250303,3,103,3955,40,3292.87,10355
901326,20250207,5,101,4153,49,3151.31,11835
901327,20250213,6,101,6537,47,2245.17,7255
901328,20250115,1,101,6784,28,1983.14,4177
901329,20250301,5,103,6164,57,5275.36,9310
901330,20250110,3,103,5931,75,7476.65,12802
901331,20250119,3,104,8864,119,11448.28,13515
901332,20250129,1,102,9997,56,2706.38,5616
901333,20250328,4,103,5955,101,7284.58,17010
901334,20250328,2,102,8529,45,3722.04,5295
901335,20250220,3,104,10258,120,13463.86,11772
901336,20250313,6,102,8319,50,3649.37,6045
901337,20250216,6,103,10054,56,4965.69,5649
901338,20250112,3,102,11939,113,7910.57,9504
901339,20250220,4,103,7162,99,11576.28,13898
901340,20250102,4,102,10331,149,5962.33,14505
901341,20250203,5,103,3567,26,2279.19,7330
901342,20250310,6,103,11480,47,5615.23,4106
901343,20250116,5,102,7945,40,2561.07,5053
901344,20250228,6,104,6635,31,3362.19,4759
901345,20250217,2,101,3355,21,2384.11,6260
901346,20250328,2,104,11376,97,8308.39,8557
901347,20250328,1,102,5534,13,559.25,2386
901348,20250203,5,104,8827,55,2809.0,6278
901349,20250316,3,103,9014,90,5277.56,10093
901350,20250218,5,101,7920,45,3853.75,5752
901351,20250323,3,102,6562,47,4600.66,7264
901352,20250217,4,102,10905,118,9329.33,10832
901353,20250114,5,102,4562,45,4112.12,9876
901354,20250328,4,101,3612,72,7536.05,19973
901355,20250130,2,103,9251,42,4301.21,4642
901356,20250302,2,102,8478,58,6402.24,6850
901357,20250104,1,104,10115,37,4233.53,3706
901358,20250321,5,102,4974,56,3255.7,11311
901359,20250313,4,102,3187,58,5927.22,18385
901360,20250211,3,102,9266,63,4056.11,6886
901361,20250320,2,102,3674,24,1996.67,6615
901362,20250129,2,103,5450,36,2886.92,6677
901363,20250324,3,104,6617,56,2466.33,8509
901364,20250109,4,103,9436,144,14432.72,15300
901365,20250323,4,104,11269,106,6123.29,9475
901366,20250301,5,102,7747,88,6296.03,11441
901367,20250331,5,101,5165,40,1864.14,7753
901368,20250208,6,103,3807,28,2014.19,7490
901369,20250325,6,101,4393,27,2163.94,6264
901370,20250222,1,103,5136,26,1320.53,5121
901371,20250115,2,102,6245,49,3509.65,7996
901372,20250118,5,103,6212,59,5267.51,9597
901373,20250106,4,102,11589,139,8254.54,12034
901374,20250105,3,103,7362,96,6323.8,13046
901375,20250208,4,102,4467,43,4030.81,9843
901376,20250305,2,102,9939,69,4682.66,6992
901377,20250115,6,104,8254,48,4200.49,5822
901378,20250113,4,102,3396,44,2355.78,12994
901379,20250131,1,104,8729,39,4123.34,4524
901380,20250310,2,102,10245,53,3987.56,5194
901381,20250118,6,101,6825,31,2939.69,4635
901382,20250219,3,102,5555,41,2008.58,7405
901383,20250228,6,101,3893,19,2202.39,4991
901384,20250217,1,101,5419,30,3197.87,5558
901385,20250327,2,102,7713,31,2091.31,4112
901386,20250331,3,101,4823,53,4028.26,10999
901387,20250311,1,104,3372,11,623.93,3359
901388,20250223,6,103,11814,55,3096.73,4735
901389,20250317,1,102,11573,58,3520.17,5073
901390,20250120,2,101,10913,56,5353.92,5157
901391,20250223,5,102,3301,26,2252.65,8085
901392,20250325,1,104,11631,25,1510.91,2178
901393,20250113,1,102,3984,12,672.67,3163
901394,20250304,6,102,7444,25,1929.92,3434
901395,20250320,6,101,3136,11,782.01,3545
901396,20250222,3,104,7445,88,9604.55,11901
901397,20250205,6,103,3312,17,1859.68,5396
901398,20250105,4,103,9332,109,12903.79,11787
901399,20250330,2,101,11331,54,6064.73,4815
901400,20250217,2,102,10940,97,8004.91,8891
901401,20250128,5,101,6054,40,3202.08,6629
901402,20250226,5,101,10503,100,11410.8,9593
901403,20250226,2,101,3352,14,837.08,4325
901404,20250131,5,102,11673,87,5801.64,7497
901405,20250216,3,104,9445,80,3317.58,8572
901406,20250113,6,101,8765,51,4590.94,5911
901407,20250329,2,102,6869,55,3413.86,8106
901408,20250217,5,104,4015,40,2424.57,10126
901409,20250311,2,101,9343,39,4505.71,4241
901410,20250324,4,103,7590,88,4588.03,11695
901411,20250215,1,104,9436,44,2243.16,4690
901412,20250108,6,101,9262,67,7828.85,7265
901413,20250220,2,104,6726,49,2902.21,7418
901414,20250205,1,104,5502,20,2352.86,3746
901415,20250125,5,104,8395,72,6003.27,8679
901416,20250116,1,104,6387,29,1481.5,4672
901417,20250228,6,104,11869,55,5995.39,4657
901418,20250112,2,104,8062,66,7442.49,8291
901419,20250326,4,101,10046,104,9619.85,10378
901420,20250128,5,103,5589,42,1907.86,7600
901421,20250324,2,102,11732,58,3174.39,4969
901422,20250323,6,104,5384,17,1720.99,3241
901423,20250318,5,102,9783,81,5205.7,8368
901424,20250103,3,101,7485,63,6446.7,8489
901425,20250107,1,104,4749,12,657.36,2538
901426,20250212,6,103,7372,58,4951.08,7961
901427,20250201,3,102,6783,66,3859.22,9804
901428,20250117,2,104,3427,23,1066.23,6943
901429,20250314,4,101,10808,110,8820.46,10196
901430,20250127,5,103,10680,115,10576.03,10832
901431,20250109,1,102,6014,33,2342.9,5490
901432,20250312,5,102,10763,65,3451.69,6126
901433,20250127,2,104,6707,28,2035.24,4264
901434,20250317,5,103,3245,23,2668.36,7210
901435,20250128,1,103,6646,33,3092.34,5040
901436,20250130,2,103,6323,35,1585.18,5675
901437,20250212,5,103,10197,102,8077.93,10054
901438,20250119,4,101,8323,128,14208.89,15496
901439,20250318,6,103,10005,63,6432.12,6316
901440,20250101,2,102,9232,60,4291.92,6563
901441,20250205,6,102,11784,86,7852.79,7302
901442,20250119,2,101,3630,30,1462.36,8265
901443,20250117,4,102,10485,91,10030.24,8694
901444,20250311,6,102,7025,50,4151.48,7249
901445,20250202,3,103,3643,44,3576.77,12347
901446,20250123,1,102,3807,10,632.94,2777
901447,20250115,3,101,9521,104,10596.99,10989
901448,20250326,5,103,7684,67,3572.37,8779
901449,20250104,4,104,7823,141,16006.69,18045
901450,20250117,3,103,11470,95,7323.2,8330
901451,20250102,2,101,10400,49,4792.78,4740
901452,20250215,5,103,4854,31,3171.25,6472
901453,20250131,5,103,11952,73,5215.51,6108
901454,20250317,3,101,8299,111,4661.22,13387
901455,20250211,3,103,10433,97,10728.58,9308
901456,20250103,4,101,4477,54,3560.0,12097
901457,20250123,1,101,5686,28,2762.51,4942
901458,20250203,3,104,4494,35,3377.43,7870
901459,20250107,3,102,8946,66,5405.76,7397
901460,20250117,6,102,9292,66,5871.74,7191
901461,20250223,2,103,5619,39,3277.08,7102
901462,20250309,6,103,3719,16,1807.68,4399
901463,20250115,6,104,5459,23,2518.63,4328
901464,20250109,5,104,5930,67,6496.57,11300
901465,20250302,1,104,9874,32,2072.37,3261
901466,20250227,2,101,10311,65,5857.55,6365
901467,20250216,4,104,4926,50,5841.74,10155
901468,20250307,4,104,3057,55,5567.74,18200
901469,20250317,3,103,3200,43,3431.84,13514
901470,20250114,3,104,11169,166,17363.0,14904
901471,20250227,4,101,11084,131,7512.84,11897
901472,20250306,3,101,10794,145,10557.76,13434
901473,20250129,1,103,4300,19,1672.16,4462
901474,20250320,6,104,7009,52,3236.95,7483
901475,20250106,3,104,6401,43,2355.85,6801
901476,20250326,5,101,3902,40,2716.86,10351
901477,20250308,3,104,5381,35,3267.59,6531
901478,20250208,2,104,7889,52,5908.8,6712
901479,20250228,1,104,3803,9,660.21,2446
901480,20250324,2,102,5920,31,2906.78,5321
901481,20250104,2,103,5906,45,4497.61,7730
901482,20250108,5,102,8901,47,2230.15,5293
901483,20250303,1,103,7903,26,1806.62,3322
901484,20250221,1,101,9208,49,2225.25,5359
901485,20250224,1,104,10001,54,4538.04,5454
901486,20250329,1,103,7797,30,1522.91,3928
901487,20250114,1,102,7496,25,2054.11,3348
901488,20250304,5,104,11595,77,7366.31,6719
901489,20250226,3,101,3953,30,2571.28,7790
901490,20250110,2,103,11666,55,4328.12,4718
901491,20250111,1,103,7705,28,2483.81,3749
901492,20250211,3,103,8185,83,6808.6,10254
901493,20250319,3,104,8797,71,6329.17,8125
901494,20250119,2,102,11132,91,8948.46,8257
901495,20250109,5,102,11154,100,10463.84,9034
901496,20250117,4,103,6812,133,8410.79,19609
901497,20250205,4,101,6171,49,2423.37,8025
901498,20250321,3,101,10616,84,8315.79,7932
901499,20250323,6,102,6396,40,2924.93,6396
